"행정구역","2023년05월_계_총인구수","2023년05월_계_연령구간인구수","2023년05월_계_0~9세","2023년05월_계_10~19세","2023년05월_계_20~29세","2023년05월_계_30~39세","2023년05월_계_40~49세","2023년05월_계_50~59세","2023년05월_계_60~69세","2023년05월_계_70~79세","2023년05월_계_80~89세","2023년05월_계_90~99세","2023년05월_계_100세 이상","2023년05월_남_총인구수","2023년05월_남_연령구간인구수","2023년05월_남_0~9세","2023년05월_남_10~19세","2023년05월_남_20~29세","2023년05월_남_30~39세","2023년05월_남_40~49세","2023년05월_남_50~59세","2023년05월_남_60~69세","2023년05월_남_70~79세","2023년05월_남_80~89세","2023년05월_남_90~99세","2023년05월_남_100세 이상","2023년05월_여_총인구수","2023년05월_여_연령구간인구수","2023년05월_여_0~9세","2023년05월_여_10~19세","2023년05월_여_20~29세","2023년05월_여_30~39세","2023년05월_여_40~49세","2023년05월_여_50~59세","2023년05월_여_60~69세","2023년05월_여_70~79세","2023년05월_여_80~89세","2023년05월_여_90~99세","2023년05월_여_100세 이상"
"경상북도 영양군 수비면(4776034000)","1,643","1,643","47","96","72","62","135","286","409","276","229","31","0","832","832","25","51","45","36","76","176","208","133","73","9","0","811","811","22","45","27","26","59","110","201","143","156","22","0"
"경상북도 영양군 석보면(4776035000)","1,945","1,945","51","68","80","83","121","354","513","353","291","27","4","985","985","22","41","47","44","76","213","280","160","96","6","0","960","960","29","27","33","39","45","141","233","193","195","21","4"
"경상북도 영덕군 (4777000000)","34,418","34,418","1,302","1,893","2,003","2,025","3,361","5,769","7,567","5,548","4,318","617","15","16,393","16,393","641","988","1,173","1,068","1,787","3,145","3,712","2,364","1,385","130","0","18,025","18,025","661","905","830","957","1,574","2,624","3,855","3,184","2,933","487","15"
"경상북도 영덕군 영덕읍(4777025000)","10,483","10,483","640","867","822","883","1,421","1,850","1,865","1,175","836","121","3","5,046","5,046","318","425","474","465","688","999","897","488","269","23","0","5,437","5,437","322","442","348","418","733","851","968","687","567","98","3"
"경상북도 영덕군 강구면(4777031000)","5,884","5,884","167","289","341","323","571","1,052","1,402","1,003","660","75","1","2,772","2,772","77","170","208","163","328","558","644","418","193","13","0","3,112","3,112","90","119","133","160","243","494","758","585","467","62","1"
"경상북도 영덕군 남정면(4777032000)","2,271","2,271","35","48","113","101","141","368","580","463","365","55","2","1,115","1,115","16","29","67","56","85","220","308","203","117","14","0","1,156","1,156","19","19","46","45","56","148","272","260","248","41","2"
"경상북도 영덕군 달산면(4777033000)","1,083","1,083","13","24","44","39","45","175","282","209","211","41","0","504","504","8","13","28","22","23","104","150","87","62","7","0","579","579","5","11","16","17","22","71","132","122","149","34","0"
"경상북도 영덕군 지품면(4777034000)","1,403","1,403","31","38","47","49","83","222","386","278","240","29","0","694","694","16","24","29","24","54","120","204","132","82","9","0","709","709","15","14","18","25","29","102","182","146","158","20","0"
"경상북도 영덕군 지품면원전출장소(4777034500)","534","534","9","13","16","13","27","77","149","121","99","9","1","256","256","3","6","11","7","20","42","80","49","36","2","0","278","278","6","7","5","6","7","35","69","72","63","7","1"
"경상북도 영덕군 축산면(4777035000)","884","884","17","37","28","31","62","136","216","166","171","20","0","421","421","9","20","16","14","31","86","112","76","56","1","0","463","463","8","17","12","17","31","50","104","90","115","19","0"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,569","1,569","33","55","61","74","122","265","377","345","216","20","1","733","733","16","29","43","39","65","146","174","143","70","8","0","836","836","17","26","18","35","57","119","203","202","146","12","1"
"경상북도 영덕군 영해면(4777036000)","6,134","6,134","282","385","405","360","639","1,003","1,269","919","734","134","4","2,838","2,838","136","198","226","189","327","512","617","377","227","29","0","3,296","3,296","146","187","179","171","312","491","652","542","507","105","4"
"경상북도 영덕군 병곡면(4777037000)","2,629","2,629","55","103","98","104","167","402","624","534","469","72","1","1,260","1,260","31","57","51","61","111","237","316","230","154","12","0","1,369","1,369","24","46","47","43","56","165","308","304","315","60","1"
"경상북도 영덕군 창수면(4777038000)","1,544","1,544","20","34","28","48","83","219","417","335","317","41","2","754","754","11","17","20","28","55","121","210","161","119","12","0","790","790","9","17","8","20","28","98","207","174","198","29","2"
"경상북도 청도군 (4782000000)","41,612","41,612","1,287","2,144","2,318","2,350","4,042","6,915","10,195","6,930","4,628","791","12","20,550","20,550","652","1,090","1,333","1,271","2,265","3,670","5,261","3,298","1,555","155","0","21,062","21,062","635","1,054","985","1,079","1,777","3,245","4,934","3,632","3,073","636","12"
"경상북도 청도군 화양읍(4782025000)","7,195","7,195","398","643","559","535","961","1,209","1,428","833","522","105","2","3,514","3,514","201","317","325","270","489","611","707","400","172","22","0","3,681","3,681","197","326","234","265","472","598","721","433","350","83","2"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,119","1,119","32","35","44","69","109","156","283","202","163","26","0","564","564","18","17","28","44","65","85","146","98","55","8","0","555","555","14","18","16","25","44","71","137","104","108","18","0"
"경상북도 청도군 청도읍(4782025300)","9,978","9,978","364","679","723","708","1,221","1,743","2,153","1,425","824","135","3","4,895","4,895","183","340","401","388","670","913","1,060","643","271","26","0","5,083","5,083","181","339","322","320","551","830","1,093","782","553","109","3"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,549","1,549","39","42","57","62","127","232","417","337","204","32","0","754","754","23","21","35","35","72","126","215","157","64","6","0","795","795","16","21","22","27","55","106","202","180","140","26","0"
"경상북도 청도군 각남면(4782031000)","2,149","2,149","45","66","94","103","148","335","558","429","307","63","1","1,037","1,037","30","33","57","57","90","173","297","188","104","8","0","1,112","1,112","15","33","37","46","58","162","261","241","203","55","1"
"경상북도 청도군 풍각면(4782032000)","3,799","3,799","107","134","154","238","306","575","1,070","655","475","84","1","1,870","1,870","51","64","89","133","185","309","556","305","167","11","0","1,929","1,929","56","70","65","105","121","266","514","350","308","73","1"
"경상북도 청도군 각북면(4782033000)","2,300","2,300","43","61","105","102","154","401","652","432","314","36","0","1,157","1,157","21","29","60","52","86","207","363","216","118","5","0","1,143","1,143","22","32","45","50","68","194","289","216","196","31","0"
"경상북도 청도군 이서면(4782034000)","4,527","4,527","118","258","232","215","418","712","1,137","840","493","102","2","2,209","2,209","53","136","128","108","229","372","564","430","170","19","0","2,318","2,318","65","122","104","107","189","340","573","410","323","83","2"
"경상북도 청도군 운문면(4782035000)","2,003","2,003","34","43","77","82","129","396","552","349","290","50","1","1,020","1,020","17","34","49","45","75","225","317","161","82","15","0","983","983","17","9","28","37","54","171","235","188","208","35","1"
"경상북도 청도군 금천면(4782036000)","3,250","3,250","56","80","130","109","229","539","875","679","474","78","1","1,658","1,658","24","45","81","63","148","309","465","339","164","20","0","1,592","1,592","32","35","49","46","81","230","410","340","310","58","1"
"경상북도 청도군 매전면(4782037000)","3,743","3,743","51","103","143","127","240","617","1,070","749","562","80","1","1,872","1,872","31","54","80","76","156","340","571","361","188","15","0","1,871","1,871","20","49","63","51","84","277","499","388","374","65","1"
"경상북도 고령군 (4783000000)","30,270","30,270","1,131","1,817","2,095","1,898","3,352","5,519","6,910","4,292","2,852","395","9","15,561","15,561","586","967","1,218","1,041","1,847","3,144","3,688","2,042","937","90","1","14,709","14,709","545","850","877","857","1,505","2,375","3,222","2,250","1,915","305","8"
"경상북도 고령군 대가야읍(4783025300)","9,728","9,728","473","816","838","681","1,337","1,865","1,820","1,133","681","82","2","4,923","4,923","253","442","504","351","694","1,031","907","508","214","19","0","4,805","4,805","220","374","334","330","643","834","913","625","467","63","2"
"경상북도 고령군 덕곡면(4783031000)","1,420","1,420","28","42","69","59","92","213","416","241","230","29","1","722","722","18","22","39","34","59","115","234","118","72","11","0","698","698","10","20","30","25","33","98","182","123","158","18","1"
"경상북도 고령군 운수면(4783032000)","1,783","1,783","43","35","71","99","123","299","500","309","271","32","1","896","896","22","24","37","53","76","178","266","149","81","10","0","887","887","21","11","34","46","47","121","234","160","190","22","1"
"경상북도 고령군 성산면(4783033000)","2,518","2,518","64","67","137","168","229","464","688","406","254","41","0","1,374","1,374","32","30","85","100","146","284","390","213","86","8","0","1,144","1,144","32","37","52","68","83","180","298","193","168","33","0"
"경상북도 고령군 다산면(4783034000)","8,096","8,096","364","680","669","594","1,076","1,538","1,662","952","509","51","1","4,185","4,185","184","355","366","330","567","861","867","452","187","16","0","3,911","3,911","180","325","303","264","509","677","795","500","322","35","1"
"경상북도 고령군 개진면(4783035000)","1,889","1,889","37","32","99","97","127","361","535","338","210","52","1","1,030","1,030","21","17","66","61","86","222","315","171","65","5","1","859","859","16","15","33","36","41","139","220","167","145","47","0"
"경상북도 고령군 우곡면(4783036000)","1,555","1,555","27","40","66","63","115","255","384","320","256","29","0","814","814","15","18","45","42","76","158","216","154","86","4","0","741","741","12","22","21","21","39","97","168","166","170","25","0"
"경상북도 고령군 쌍림면(4783037000)","3,281","3,281","95","105","146","137","253","524","905","593","441","79","3","1,617","1,617","41","59","76","70","143","295","493","277","146","17","0","1,664","1,664","54","46","70","67","110","229","412","316","295","62","3"
"경상북도 성주군 (4784000000)","42,501","42,501","1,620","2,172","2,703","3,021","4,279","7,675","10,373","6,265","3,745","630","18","22,151","22,151","819","1,159","1,651","1,707","2,499","4,294","5,575","3,016","1,292","134","5","20,350","20,350","801","1,013","1,052","1,314","1,780","3,381","4,798","3,249","2,453","496","13"
"경상북도 성주군 성주읍(4784025000)","13,258","13,258","795","1,194","1,247","1,275","1,847","2,369","2,329","1,332","739","127","4","6,699","6,699","391","648","723","688","942","1,269","1,182","593","236","27","0","6,559","6,559","404","546","524","587","905","1,100","1,147","739","503","100","4"
"경상북도 성주군 선남면(4784031000)","6,140","6,140","190","225","350","441","541","1,178","1,662","960","512","76","5","3,359","3,359","95","109","235","265","381","650","930","495","183","14","2","2,781","2,781","95","116","115","176","160","528","732","465","329","62","3"
"경상북도 성주군 용암면(4784032000)","3,663","3,663","92","107","167","221","311","733","1,032","577","352","71","0","2,027","2,027","48","58","111","150","199","453","580","293","126","9","0","1,636","1,636","44","49","56","71","112","280","452","284","226","62","0"
"경상북도 성주군 수륜면(4784033000)","3,212","3,212","75","108","115","158","248","537","940","565","391","72","3","1,622","1,622","36","53","68","93","142","289","513","283","127","16","2","1,590","1,590","39","55","47","65","106","248","427","282","264","56","1"
"경상북도 성주군 가천면(4784034000)","1,991","1,991","56","49","94","94","140","351","586","328","243","48","2","1,004","1,004","26","26","57","56","90","196","314","146","83","10","0","987","987","30","23","37","38","50","155","272","182","160","38","2"
"경상북도 성주군 금수면(4784035000)","1,181","1,181","20","31","36","57","97","215","320","225","150","30","0","623","623","12","17","22","39","63","116","180","111","57","6","0","558","558","8","14","14","18","34","99","140","114","93","24","0"
"경상북도 성주군 대가면(4784036000)","2,354","2,354","40","82","132","124","176","413","625","445","273","44","0","1,190","1,190","19","45","69","71","106","240","327","201","99","13","0","1,164","1,164","21","37","63","53","70","173","298","244","174","31","0"
"경상북도 성주군 벽진면(4784037000)","3,020","3,020","84","82","144","169","233","514","844","587","310","52","1","1,576","1,576","39","38","87","96","153","292","463","287","107","13","1","1,444","1,444","45","44","57","73","80","222","381","300","203","39","0"
"경상북도 성주군 초전면(4784038000)","4,410","4,410","166","184","239","281","407","789","1,129","694","458","61","2","2,277","2,277","91","105","160","138","247","459","575","336","153","13","0","2,133","2,133","75","79","79","143","160","330","554","358","305","48","2"
"경상북도 성주군 월항면(4784039000)","3,272","3,272","102","110","179","201","279","576","906","552","317","49","1","1,774","1,774","62","60","119","111","176","330","511","271","121","13","0","1,498","1,498","40","50","60","90","103","246","395","281","196","36","1"
"경상북도 칠곡군 (4785000000)","111,593","111,593","7,342","11,061","10,535","12,377","19,992","20,577","16,089","7,880","4,972","746","22","58,430","58,430","3,778","5,817","6,199","6,729","10,779","11,156","8,520","3,655","1,627","169","1","53,163","53,163","3,564","5,244","4,336","5,648","9,213","9,421","7,569","4,225","3,345","577","21"
"경상북도 칠곡군 왜관읍(4785025000)","31,734","31,734","1,839","3,170","3,285","2,948","4,921","6,278","5,057","2,397","1,611","221","7","15,943","15,943","949","1,634","1,903","1,592","2,502","3,219","2,531","1,057","508","48","0","15,791","15,791","890","1,536","1,382","1,356","2,419","3,059","2,526","1,340","1,103","173","7"
"경상북도 칠곡군 북삼읍(4785025300)","24,000","24,000","1,449","2,959","2,658","2,140","4,770","5,320","2,848","1,167","606","83","0","12,538","12,538","755","1,551","1,583","1,136","2,386","2,795","1,578","530","204","20","0","11,462","11,462","694","1,408","1,075","1,004","2,384","2,525","1,270","637","402","63","0"
"경상북도 칠곡군 석적읍(4785025600)","31,248","31,248","3,479","3,922","2,944","5,762","7,783","4,027","2,012","825","440","53","1","17,066","17,066","1,776","2,079","1,705","3,107","4,401","2,426","1,044","377","137","13","1","14,182","14,182","1,703","1,843","1,239","2,655","3,382","1,601","968","448","303","40","0"
"경상북도 칠곡군 지천면(4785031000)","3,916","3,916","53","82","222","206","307","706","1,054","688","515","79","4","2,115","2,115","27","46","134","119","215","416","608","341","183","26","0","1,801","1,801","26","36","88","87","92","290","446","347","332","53","4"
"경상북도 칠곡군 동명면(4785032000)","5,208","5,208","108","132","313","307","423","962","1,479","827","545","108","4","2,653","2,653","60","68","199","190","263","505","775","408","172","13","0","2,555","2,555","48","64","114","117","160","457","704","419","373","95","4"
"경상북도 칠곡군 가산면(4785033000)","3,306","3,306","62","94","152","180","299","647","927","563","312","69","1","1,783","1,783","28","48","94","112","183","373","525","289","112","19","0","1,523","1,523","34","46","58","68","116","274","402","274","200","50","1"
"경상북도 칠곡군 약목면(4785036000)","9,120","9,120","201","518","792","594","1,096","2,100","2,027","1,035","671","84","2","4,724","4,724","99","289","477","351","596","1,119","1,095","467","216","15","0","4,396","4,396","102","229","315","243","500","981","932","568","455","69","2"
"경상북도 칠곡군 기산면(4785037000)","3,061","3,061","151","184","169","240","393","537","685","378","272","49","3","1,608","1,608","84","102","104","122","233","303","364","186","95","15","0","1,453","1,453","67","82","65","118","160","234","321","192","177","34","3"
"경상북도 예천군 (4790000000)","55,670","55,670","4,084","4,615","3,892","5,116","7,239","7,690","10,029","6,725","5,448","812","20","27,389","27,389","2,036","2,421","2,198","2,621","3,738","4,139","5,051","3,149","1,870","163","3","28,281","28,281","2,048","2,194","1,694","2,495","3,501","3,551","4,978","3,576","3,578","649","17"
"경상북도 예천군 예천읍(4790025000)","14,217","14,217","645","1,112","1,192","993","1,757","2,291","2,926","1,949","1,163","188","1","7,004","7,004","323","618","700","523","912","1,183","1,391","902","412","39","1","7,213","7,213","322","494","492","470","845","1,108","1,535","1,047","751","149","0"
"경상북도 예천군 용문면(4790031000)","2,210","2,210","48","99","72","63","150","301","530","452","435","60","0","1,128","1,128","23","64","44","35","91","191","297","222","146","15","0","1,082","1,082","25","35","28","28","59","110","233","230","289","45","0"
"경상북도 예천군 감천면(4790034000)","2,534","2,534","30","70","97","101","139","350","721","478","466","81","1","1,270","1,270","14","36","65","65","97","192","395","226","160","19","1","1,264","1,264","16","34","32","36","42","158","326","252","306","62","0"
"경상북도 예천군 보문면(4790035000)","1,633","1,633","40","57","51","66","108","231","435","292","309","43","1","812","812","18","34","31","30","67","146","240","131","103","12","0","821","821","22","23","20","36","41","85","195","161","206","31","1"
"경상북도 예천군 호명면(4790036000)","20,701","20,701","3,030","2,797","1,795","3,297","4,056","2,533","1,813","753","547","75","5","10,097","10,097","1,519","1,422","921","1,595","1,924","1,274","872","364","196","10","0","10,604","10,604","1,511","1,375","874","1,702","2,132","1,259","941","389","351","65","5"
"경상북도 예천군 유천면(4790037000)","2,509","2,509","127","114","238","197","220","308","477","390","366","70","2","1,268","1,268","69","52","167","118","134","181","244","172","123","8","0","1,241","1,241","58","62","71","79","86","127","233","218","243","62","2"
"경상북도 예천군 용궁면(4790038000)","2,332","2,332","40","67","83","87","184","327","574","502","411","54","3","1,129","1,129","18","33","45","57","117","190","272","242","144","11","0","1,203","1,203","22","34","38","30","67","137","302","260","267","43","3"
"경상북도 예천군 개포면(4790039000)","1,480","1,480","18","29","53","30","84","200","390","305","328","42","1","725","725","7","13","35","15","57","125","217","131","118","7","0","755","755","11","16","18","15","27","75","173","174","210","35","1"
"경상북도 예천군 지보면(4790040000)","2,629","2,629","38","67","90","100","170","355","678","572","495","64","0","1,308","1,308","18","39","51","64","122","216","351","268","164","15","0","1,321","1,321","20","28","39","36","48","139","327","304","331","49","0"
"경상북도 예천군 풍양면(4790041000)","2,930","2,930","36","85","123","107","210","410","755","570","557","76","1","1,393","1,393","15","45","74","77","127","224","387","261","170","13","0","1,537","1,537","21","40","49","30","83","186","368","309","387","63","1"
"경상북도 예천군 효자면(4790042000)","1,182","1,182","14","57","45","36","72","192","391","196","150","28","1","595","595","7","37","25","16","40","100","210","106","47","6","1","587","587","7","20","20","20","32","92","181","90","103","22","0"
"경상북도 예천군 은풍면(4790043000)","1,313","1,313","18","61","53","39","89","192","339","266","221","31","4","660","660","5","28","40","26","50","117","175","124","87","8","0","653","653","13","33","13","13","39","75","164","142","134","23","4"
"경상북도 봉화군 (4792000000)","30,019","30,019","1,044","1,754","1,647","1,574","2,815","5,055","7,443","4,618","3,487","563","19","15,272","15,272","563","896","1,010","875","1,620","2,794","3,962","2,201","1,212","138","1","14,747","14,747","481","858","637","699","1,195","2,261","3,481","2,417","2,275","425","18"
"경상북도 봉화군 봉화읍(4792025000)","9,523","9,523","493","905","755","609","1,163","1,614","1,827","1,181","814","154","8","4,674","4,674","260","415","436","326","587","877","923","542","272","35","1","4,849","4,849","233","490","319","283","576","737","904","639","542","119","7"
"경상북도 봉화군 물야면(4792031000)","2,952","2,952","69","98","107","122","208","491","864","539","394","58","2","1,514","1,514","37","59","78","71","125","254","466","258","151","15","0","1,438","1,438","32","39","29","51","83","237","398","281","243","43","2"
"경상북도 봉화군 봉성면(4792032000)","2,011","2,011","39","65","96","99","171","306","552","351","279","51","2","972","972","24","30","58","59","101","157","282","169","83","9","0","1,039","1,039","15","35","38","40","70","149","270","182","196","42","2"
"경상북도 봉화군 법전면(4792033000)","1,950","1,950","53","88","75","87","114","297","556","323","313","44","0","1,005","1,005","31","48","42","53","69","175","315","145","117","10","0","945","945","22","40","33","34","45","122","241","178","196","34","0"
"경상북도 봉화군 춘양면(4792034000)","4,301","4,301","133","216","223","223","330","752","1,105","678","547","92","2","2,168","2,168","80","119","137","111","197","406","570","321","199","28","0","2,133","2,133","53","97","86","112","133","346","535","357","348","64","2"
"경상북도 봉화군 소천면(4792035000)","2,119","2,119","42","69","71","77","152","383","656","361","264","42","2","1,094","1,094","21","41","47","41","91","216","369","170","88","10","0","1,025","1,025","21","28","24","36","61","167","287","191","176","32","2"
"경상북도 봉화군 재산면(4792036000)","1,435","1,435","23","48","70","48","94","268","443","225","186","30","0","729","729","9","33","41","26","52","144","238","115","64","7","0","706","706","14","15","29","22","42","124","205","110","122","23","0"
"경상북도 봉화군 명호면(4792037000)","2,175","2,175","40","108","76","73","177","389","610","390","274","36","2","1,165","1,165","21","66","49","43","118","226","343","200","93","6","0","1,010","1,010","19","42","27","30","59","163","267","190","181","30","2"
"경상북도 봉화군 상운면(4792038000)","1,646","1,646","22","31","64","49","101","248","447","370","272","41","1","846","846","9","19","40","32","67","141","240","182","104","12","0","800","800","13","12","24","17","34","107","207","188","168","29","1"
"경상북도 봉화군 석포면(4792039000)","1,907","1,907","130","126","110","187","305","307","383","200","144","15","0","1,105","1,105","71","66","82","113","213","198","216","99","41","6","0","802","802","59","60","28","74","92","109","167","101","103","9","0"
"경상북도 울진군 (4793000000)","46,846","46,846","2,446","3,337","3,915","3,796","5,704","8,175","9,150","5,421","4,126","763","13","23,646","23,646","1,252","1,797","2,356","2,128","3,068","4,556","4,616","2,467","1,283","122","1","23,200","23,200","1,194","1,540","1,559","1,668","2,636","3,619","4,534","2,954","2,843","641","12"
"경상북도 울진군 울진읍(4793025000)","13,563","13,563","888","1,524","1,444","1,249","2,133","2,427","1,978","1,047","741","130","2","6,864","6,864","457","798","821","687","1,054","1,293","1,010","469","251","24","0","6,699","6,699","431","726","623","562","1,079","1,134","968","578","490","106","2"
"경상북도 울진군 평해읍(4793025300)","2,569","2,569","34","140","142","123","196","406","574","486","388","79","1","1,219","1,219","21","91","79","68","110","232","266","213","124","15","0","1,350","1,350","13","49","63","55","86","174","308","273","264","64","1"
"경상북도 울진군 북면(4793031000)","6,823","6,823","738","463","691","1,007","1,042","1,118","932","441","338","51","2","3,646","3,646","373","253","438","551","580","647","479","214","105","5","1","3,177","3,177","365","210","253","456","462","471","453","227","233","46","1"
"경상북도 울진군 북면하당출장소(4793031500)","661","661","7","14","35","25","38","128","174","106","120","14","0","334","334","4","6","21","15","27","89","84","47","40","1","0","327","327","3","8","14","10","11","39","90","59","80","13","0"
"경상북도 울진군 근남면(4793033000)","2,728","2,728","101","109","170","167","270","483","656","355","341","74","2","1,386","1,386","60","63","103","100","161","280","347","161","102","9","0","1,342","1,342","41","46","67","67","109","203","309","194","239","65","2"
"경상북도 울진군 기성면(4793035000)","2,379","2,379","30","89","139","109","122","373","599","411","406","100","1","1,152","1,152","14","45","95","69","67","218","313","187","129","15","0","1,227","1,227","16","44","44","40","55","155","286","224","277","85","1"
"경상북도 울진군 온정면(4793036000)","1,620","1,620","36","51","78","55","107","242","393","314","285","58","1","787","787","15","31","44","34","60","144","205","150","91","13","0","833","833","21","20","34","21","47","98","188","164","194","45","1"
"경상북도 울진군 죽변면(4793037000)","6,164","6,164","249","342","563","504","732","1,179","1,377","669","474","74","1","3,207","3,207","140","178","373","296","420","663","691","309","127","10","0","2,957","2,957","109","164","190","208","312","516","686","360","347","64","1"
"경상북도 울진군 후포면(4793038000)","7,200","7,200","321","499","541","468","834","1,255","1,639","1,037","526","78","2","3,526","3,526","149","279","315","250","449","673","765","461","168","17","0","3,674","3,674","172","220","226","218","385","582","874","576","358","61","2"
"경상북도 울진군 금강송면(4793039000)","1,210","1,210","13","31","30","29","88","255","353","211","174","26","0","600","600","7","14","20","17","55","131","206","94","50","6","0","610","610","6","17","10","12","33","124","147","117","124","20","0"
"경상북도 울진군 매화면(4793040000)","1,929","1,929","29","75","82","60","142","309","475","344","333","79","1","925","925","12","39","47","41","85","186","250","162","96","7","0","1,004","1,004","17","36","35","19","57","123","225","182","237","72","1"
"경상북도 울릉군 (4794000000)","9,085","9,085","320","433","802","817","1,220","1,828","1,951","1,088","539","86","1","5,042","5,042","165","219","508","500","762","1,087","1,042","521","218","19","1","4,043","4,043","155","214","294","317","458","741","909","567","321","67","0"
"경상북도 울릉군 울릉읍(4794025000)","6,420","6,420","234","343","608","625","923","1,310","1,305","722","312","38","0","3,566","3,566","115","164","377","388","565","787","686","346","131","7","0","2,854","2,854","119","179","231","237","358","523","619","376","181","31","0"
"경상북도 울릉군 서면(4794031000)","916","916","37","38","55","71","103","197","209","120","76","10","0","502","502","22","23","39","44","61","114","117","52","28","2","0","414","414","15","15","16","27","42","83","92","68","48","8","0"
"경상북도 울릉군 서면태하출장소(4794031500)","447","447","12","16","18","26","27","85","126","74","45","17","1","250","250","9","9","13","12","25","49","66","42","18","6","1","197","197","3","7","5","14","2","36","60","32","27","11","0"
"경상북도 울릉군 북면(4794032000)","1,302","1,302","37","36","121","95","167","236","311","172","106","21","0","724","724","19","23","79","56","111","137","173","81","41","4","0","578","578","18","13","42","39","56","99","138","91","65","17","0"
"경상남도  (4800000000)","3,265,018","3,265,018","221,888","316,640","331,048","356,688","512,758","576,500","523,725","263,543","140,919","20,857","452","1,644,124","1,644,124","114,108","164,830","185,731","188,344","263,372","294,777","261,753","121,012","46,191","3,945","61","1,620,894","1,620,894","107,780","151,810","145,317","168,344","249,386","281,723","261,972","142,531","94,728","16,912","391"
"경상남도 창원시 (4812000000)","1,015,361","1,015,361","70,287","96,892","114,241","123,635","162,472","180,758","160,477","71,799","30,563","4,157","80","513,976","513,976","36,137","50,427","64,292","66,064","83,181","89,568","79,209","33,589","10,701","796","12","501,385","501,385","34,150","46,465","49,949","57,571","79,291","91,190","81,268","38,210","19,862","3,361","68"
"경상남도 창원시 의창구 (4812100000)","215,009","215,009","15,384","19,262","25,322","26,805","33,150","40,145","34,702","13,667","5,755","804","13","109,333","109,333","7,840","10,024","14,231","14,259","17,124","19,579","17,598","6,633","1,899","146","0","105,676","105,676","7,544","9,238","11,091","12,546","16,026","20,566","17,104","7,034","3,856","658","13"
"경상남도 창원시 의창구 동읍(4812125000)","19,125","19,125","812","1,658","1,980","1,619","2,656","3,971","3,601","1,793","921","114","0","9,785","9,785","402","885","1,230","917","1,356","2,003","1,847","856","277","12","0","9,340","9,340","410","773","750","702","1,300","1,968","1,754","937","644","102","0"
"경상남도 창원시 의창구 북면(4812131000)","43,172","43,172","5,635","4,584","3,003","6,721","8,197","5,918","5,768","2,228","955","158","5","21,707","21,707","2,906","2,341","1,661","3,246","4,303","2,840","2,955","1,117","309","29","0","21,465","21,465","2,729","2,243","1,342","3,475","3,894","3,078","2,813","1,111","646","129","5"
"경상남도 창원시 의창구 대산면(4812132000)","6,891","6,891","205","338","497","564","728","1,202","1,732","958","577","89","1","3,460","3,460","110","171","287","346","428","614","886","426","175","17","0","3,431","3,431","95","167","210","218","300","588","846","532","402","72","1"
"경상남도 창원시 의창구 의창동(4812151000)","49,784","49,784","3,749","4,592","5,945","6,432","7,816","9,504","7,647","2,907","1,049","141","2","25,115","25,115","1,896","2,349","3,302","3,437","3,980","4,535","3,827","1,417","349","23","0","24,669","24,669","1,853","2,243","2,643","2,995","3,836","4,969","3,820","1,490","700","118","2"
"경상남도 창원시 의창구 팔룡동(4812152000)","25,746","25,746","1,844","2,525","3,585","3,588","4,185","5,163","3,344","1,062","400","48","2","13,079","13,079","948","1,345","1,931","1,894","2,079","2,508","1,724","511","129","10","0","12,667","12,667","896","1,180","1,654","1,694","2,106","2,655","1,620","551","271","38","2"
"경상남도 창원시 의창구 명곡동(4812153000)","40,154","40,154","1,969","3,511","5,378","4,207","5,672","8,717","6,983","2,580","1,004","132","1","20,385","20,385","996","1,867","2,985","2,277","2,871","4,222","3,498","1,263","379","27","0","19,769","19,769","973","1,644","2,393","1,930","2,801","4,495","3,485","1,317","625","105","1"
"경상남도 창원시 의창구 봉림동(4812154000)","30,137","30,137","1,170","2,054","4,934","3,674","3,896","5,670","5,627","2,139","849","122","2","15,802","15,802","582","1,066","2,835","2,142","2,107","2,857","2,861","1,043","281","28","0","14,335","14,335","588","988","2,099","1,532","1,789","2,813","2,766","1,096","568","94","2"
"경상남도 창원시 성산구 (4812300000)","246,893","246,893","16,750","24,556","33,232","34,450","38,508","49,215","35,355","10,241","3,901","671","14","125,980","125,980","8,586","12,874","18,781","18,635","18,778","23,467","18,355","5,108","1,277","116","3","120,913","120,913","8,164","11,682","14,451","15,815","19,730","25,748","17,000","5,133","2,624","555","11"
"경상남도 창원시 성산구 반송동(4812351000)","39,978","39,978","2,712","4,959","4,757","4,236","6,752","7,946","5,868","1,977","659","109","3","20,121","20,121","1,371","2,595","2,690","2,203","3,155","3,864","2,983","1,011","230","19","0","19,857","19,857","1,341","2,364","2,067","2,033","3,597","4,082","2,885","966","429","90","3"
"경상남도 창원시 성산구 용지동(4812351500)","27,137","27,137","1,783","2,502","3,664","3,717","4,205","5,299","4,011","1,346","524","84","2","13,672","13,672","929","1,330","2,028","1,974","2,078","2,458","2,017","664","180","14","0","13,465","13,465","854","1,172","1,636","1,743","2,127","2,841","1,994","682","344","70","2"
"경상남도 창원시 성산구 중앙동(4812352000)","34,641","34,641","1,999","2,347","6,078","6,144","5,178","6,418","4,506","1,407","477","86","1","18,840","18,840","1,052","1,230","3,539","3,567","2,824","3,276","2,408","742","183","19","0","15,801","15,801","947","1,117","2,539","2,577","2,354","3,142","2,098","665","294","67","1"
